feature,importance
previous_AMT_DOWN_PAYMENT_count,3.1
previous_AMT_DOWN_PAYMENT_mean,26.9
previous_AMT_DOWN_PAYMENT_max,27.8
previous_AMT_DOWN_PAYMENT_min,12.1
previous_AMT_DOWN_PAYMENT_var,42.7
previous_AMT_DOWN_PAYMENT_sum,46.1
previous_HOUR_APPR_PROCESS_START_mean,40.300000000000004
previous_HOUR_APPR_PROCESS_START_max,14.4
previous_HOUR_APPR_PROCESS_START_min,11.4
previous_HOUR_APPR_PROCESS_START_var,46.10000000000001
previous_RATE_DOWN_PAYMENT_mean,22.300000000000004
previous_RATE_DOWN_PAYMENT_max,25.3
previous_RATE_DOWN_PAYMENT_min,11.999999999999998
previous_RATE_DOWN_PAYMENT_var,28.599999999999998
previous_RATE_DOWN_PAYMENT_sum,18.3
previous_DAYS_DECISION_mean,25.9
previous_DAYS_DECISION_max,41.1
previous_DAYS_DECISION_min,23.9
previous_DAYS_DECISION_var,31.4
previous_DAYS_DECISION_sum,23.0
previous_SELLERPLACE_AREA_mean,39.4
previous_SELLERPLACE_AREA_max,37.1
previous_SELLERPLACE_AREA_var,30.599999999999998
previous_CNT_PAYMENT_count,2.5999999999999996
previous_CNT_PAYMENT_mean,79.19999999999999
previous_CNT_PAYMENT_max,7.500000000000001
previous_CNT_PAYMENT_min,5.6
previous_CNT_PAYMENT_var,82.30000000000001
previous_CNT_PAYMENT_sum,17.0
previous_DAYS_FIRST_DRAWING_count,1.9000000000000004
previous_DAYS_FIRST_DRAWING_mean,13.299999999999999
previous_DAYS_FIRST_DRAWING_max,0.1
previous_DAYS_FIRST_DRAWING_min,27.0
previous_DAYS_FIRST_DRAWING_var,12.0
previous_DAYS_FIRST_DRAWING_sum,22.7
previous_DAYS_FIRST_DUE_mean,31.500000000000004
previous_DAYS_FIRST_DUE_max,11.100000000000001
previous_DAYS_FIRST_DUE_min,17.5
previous_DAYS_LAST_DUE_1ST_VERSION_mean,37.2
previous_DAYS_LAST_DUE_1ST_VERSION_max,92.5
previous_DAYS_LAST_DUE_1ST_VERSION_min,21.9
previous_DAYS_LAST_DUE_mean,17.5
previous_DAYS_LAST_DUE_max,6.999999999999999
previous_DAYS_LAST_DUE_min,15.100000000000001
previous_DAYS_LAST_DUE_var,33.2
previous_DAYS_LAST_DUE_sum,29.099999999999998
previous_NFLAG_INSURED_ON_APPROVAL_mean,9.299999999999999
previous_NFLAG_INSURED_ON_APPROVAL_max,0.0
previous_NFLAG_INSURED_ON_APPROVAL_min,0.0
previous_NFLAG_INSURED_ON_APPROVAL_var,9.1
previous_NFLAG_INSURED_ON_APPROVAL_sum,3.8000000000000003
previous_app/credit_mean,56.6
previous_app/credit_max,29.200000000000003
previous_app/credit_min,54.50000000000001
previous_app/credit_var,39.29999999999999
previous_termination-last_due_mean,33.9
previous_termination-last_due_max,15.2
previous_termination-last_due_min,51.3
previous_termination-last_due_var,42.199999999999996
previous_NAME_CONTRACT_TYPE_Cash loans_count,3.3000000000000007
previous_NAME_CONTRACT_TYPE_Cash loans_count_norm,5.3999999999999995
previous_NAME_CONTRACT_TYPE_Consumer loans_count,3.5000000000000004
previous_NAME_CONTRACT_TYPE_Consumer loans_count_norm,13.399999999999999
previous_NAME_CONTRACT_TYPE_Revolving loans_count,0.8999999999999999
previous_NAME_CONTRACT_TYPE_Revolving loans_count_norm,5.1
previous_NAME_CONTRACT_TYPE_XNA_count,0.0
previous_NAME_CONTRACT_TYPE_XNA_count_norm,0.0
previous_WEEKDAY_APPR_PROCESS_START_FRIDAY_count,2.3000000000000003
previous_WEEKDAY_APPR_PROCESS_START_FRIDAY_count_norm,9.6
previous_WEEKDAY_APPR_PROCESS_START_MONDAY_count,3.499999999999999
previous_WEEKDAY_APPR_PROCESS_START_MONDAY_count_norm,14.1
previous_WEEKDAY_APPR_PROCESS_START_SATURDAY_count,2.5
previous_WEEKDAY_APPR_PROCESS_START_SATURDAY_count_norm,16.8
previous_WEEKDAY_APPR_PROCESS_START_SUNDAY_count,3.0
previous_WEEKDAY_APPR_PROCESS_START_SUNDAY_count_norm,13.299999999999999
previous_WEEKDAY_APPR_PROCESS_START_THURSDAY_count,2.6999999999999997
previous_WEEKDAY_APPR_PROCESS_START_THURSDAY_count_norm,19.3
previous_WEEKDAY_APPR_PROCESS_START_TUESDAY_count,2.0000000000000004
previous_WEEKDAY_APPR_PROCESS_START_TUESDAY_count_norm,14.2
previous_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_count,5.8
previous_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_count_norm,12.5
previous_FLAG_LAST_APPL_PER_CONTRACT_N_count,0.1
previous_FLAG_LAST_APPL_PER_CONTRACT_N_count_norm,0.6000000000000001
previous_NAME_CASH_LOAN_PURPOSE_Building a house or an annex_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Building a house or an annex_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Business development_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Business development_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Buying a garage_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Buying a garage_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Buying a home_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Buying a home_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Buying a new car_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Buying a new car_count_norm,0.2
previous_NAME_CASH_LOAN_PURPOSE_Buying a used car_count,0.1
previous_NAME_CASH_LOAN_PURPOSE_Buying a used car_count_norm,0.1
previous_NAME_CASH_LOAN_PURPOSE_Car repairs_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Car repairs_count_norm,0.3
previous_NAME_CASH_LOAN_PURPOSE_Education_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Education_count_norm,0.2
previous_NAME_CASH_LOAN_PURPOSE_Everyday expenses_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Everyday expenses_count_norm,0.8999999999999999
previous_NAME_CASH_LOAN_PURPOSE_Furniture_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Furniture_count_norm,1.2
previous_NAME_CASH_LOAN_PURPOSE_Gasification / water supply_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Gasification / water supply_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Hobby_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Hobby_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Journey_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Journey_count_norm,0.2
previous_NAME_CASH_LOAN_PURPOSE_Medicine_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Medicine_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Money for a third person_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Money for a third person_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Other_count,1.3
previous_NAME_CASH_LOAN_PURPOSE_Other_count_norm,1.6
previous_NAME_CASH_LOAN_PURPOSE_Payments on other loans_count,0.0
previous_NAME_CASH_LOAN_PURPOSE_Payments on other loans_count_norm,0.0
previous_NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment_count,0.0
